LVV Plateau Nord - Base de données Comptages;;;;;;Idéalement tranches de 15';;;;;;
JJ/MM/AAAA;Liste;Provenance/Destination;Sud/Nord/Montant...;H/F/Mixte/Enfant;Vélo/Cargos/EDPM;HH:MM;HH:MM;/!\ Bien indiquer 0 si personne;;Nom Prénom;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;vers la Cité internationale;Indéfini/Mixte;Cargo/Longtail/Remorque;08:30;08:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le nord;Indéfini/Mixte;Cargo/Longtail/Remorque;08:30;08:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le sud;Indéfini/Mixte;Cargo/Longtail/Remorque;08:30;08:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le nord;Indéfini/Mixte;Cargo/Longtail/Remorque;08:30;08:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le sud;Indéfini/Mixte;Cargo/Longtail/Remorque;08:30;08:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;depuis Caluire;Indéfini/Mixte;Cargo/Longtail/Remorque;08:45;09:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;vers Caluire;Indéfini/Mixte;Cargo/Longtail/Remorque;08:45;09:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;depuis la Cité internationale;Indéfini/Mixte;Cargo/Longtail/Remorque;08:45;09:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;vers la Cité internationale;Indéfini/Mixte;Cargo/Longtail/Remorque;08:45;09:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le nord;Indéfini/Mixte;Cargo/Longtail/Remorque;08:45;09:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le sud;Indéfini/Mixte;Cargo/Longtail/Remorque;08:45;09:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le nord;Indéfini/Mixte;Cargo/Longtail/Remorque;08:45;09:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le sud;Indéfini/Mixte;Cargo/Longtail/Remorque;08:45;09:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;depuis Caluire;Indéfini/Mixte;Trotinette/EDPM;07:30;07:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;vers Caluire;Indéfini/Mixte;Trotinette/EDPM;07:30;07:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;depuis la Cité internationale;Indéfini/Mixte;Trotinette/EDPM;07:30;07:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;vers la Cité internationale;Indéfini/Mixte;Trotinette/EDPM;07:30;07:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le nord;Indéfini/Mixte;Trotinette/EDPM;07:30;07:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le sud;Indéfini/Mixte;Trotinette/EDPM;07:30;07:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le nord;Indéfini/Mixte;Trotinette/EDPM;07:30;07:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le sud;Indéfini/Mixte;Trotinette/EDPM;07:30;07:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;depuis Caluire;Indéfini/Mixte;Trotinette/EDPM;07:45;08:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;vers Caluire;Indéfini/Mixte;Trotinette/EDPM;07:45;08:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;depuis la Cité internationale;Indéfini/Mixte;Trotinette/EDPM;07:45;08:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;vers la Cité internationale;Indéfini/Mixte;Trotinette/EDPM;07:45;08:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le nord;Indéfini/Mixte;Trotinette/EDPM;07:45;08:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le sud;Indéfini/Mixte;Trotinette/EDPM;07:45;08:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le nord;Indéfini/Mixte;Trotinette/EDPM;07:45;08:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le sud;Indéfini/Mixte;Trotinette/EDPM;07:45;08:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;depuis Caluire;Indéfini/Mixte;Trotinette/EDPM;08:00;08:15;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;vers Caluire;Indéfini/Mixte;Trotinette/EDPM;08:00;08:15;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;depuis la Cité internationale;Indéfini/Mixte;Trotinette/EDPM;08:00;08:15;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;vers la Cité internationale;Indéfini/Mixte;Trotinette/EDPM;08:00;08:15;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le nord;Indéfini/Mixte;Trotinette/EDPM;08:00;08:15;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le sud;Indéfini/Mixte;Trotinette/EDPM;08:00;08:15;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le nord;Indéfini/Mixte;Trotinette/EDPM;08:00;08:15;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le sud;Indéfini/Mixte;Trotinette/EDPM;08:00;08:15;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;depuis Caluire;Indéfini/Mixte;Trotinette/EDPM;08:15;08:30;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;vers Caluire;Indéfini/Mixte;Trotinette/EDPM;08:15;08:30;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;depuis la Cité internationale;Indéfini/Mixte;Trotinette/EDPM;08:15;08:30;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;vers la Cité internationale;Indéfini/Mixte;Trotinette/EDPM;08:15;08:30;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le nord;Indéfini/Mixte;Trotinette/EDPM;08:15;08:30;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le sud;Indéfini/Mixte;Trotinette/EDPM;08:15;08:30;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le nord;Indéfini/Mixte;Trotinette/EDPM;08:15;08:30;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le sud;Indéfini/Mixte;Trotinette/EDPM;08:15;08:30;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;depuis Caluire;Indéfini/Mixte;Trotinette/EDPM;08:30;08:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;vers Caluire;Indéfini/Mixte;Trotinette/EDPM;08:30;08:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;depuis la Cité internationale;Indéfini/Mixte;Trotinette/EDPM;08:30;08:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;vers la Cité internationale;Indéfini/Mixte;Trotinette/EDPM;08:30;08:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le nord;Indéfini/Mixte;Trotinette/EDPM;08:30;08:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le sud;Indéfini/Mixte;Trotinette/EDPM;08:30;08:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le nord;Indéfini/Mixte;Trotinette/EDPM;08:30;08:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le sud;Indéfini/Mixte;Trotinette/EDPM;08:30;08:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;depuis Caluire;Indéfini/Mixte;Trotinette/EDPM;08:45;09:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;vers Caluire;Indéfini/Mixte;Trotinette/EDPM;08:45;09:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;depuis la Cité internationale;Indéfini/Mixte;Trotinette/EDPM;08:45;09:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;vers la Cité internationale;Indéfini/Mixte;Trotinette/EDPM;08:45;09:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le nord;Indéfini/Mixte;Trotinette/EDPM;08:45;09:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le sud;Indéfini/Mixte;Trotinette/EDPM;08:45;09:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le nord;Indéfini/Mixte;Trotinette/EDPM;08:45;09:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le sud;Indéfini/Mixte;Trotinette/EDPM;08:45;09:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
10/06/25;Passerelle de la Paix;Traversée ;Toutes;Indéfini/Mixte;Vélo;00:00:00;23:59:00;2424;Compteur automatique. Vélos uniquement;Automatique;;
11/06/24;Passerelle de la Paix;Traversée ;Toutes;Indéfini/Mixte;Vélo;00:00:00;23:59:00;2256;Compteur automatique. Vélos uniquement;Automatique;;
05/12/2023;Piscine Loup Pendu;Tous;Toutes;Indéfini/Mixte;Vélo;07:30;09:00;63;Détails dans fichier;Roelien;;
05/12/2023;Piscine Loup Pendu;Tous;Toutes;Enfant seul;Vélo;07:30;09:00;4;Détails dans fichier;Roelien;;
05/12/2023;Piscine Loup Pendu;Tous;Toutes;Indéfini/Mixte;Cargo/Longtail/Remorque;07:30;09:00;2;Détails dans fichier;Roelien;;
05/12/2023;Piscine Loup Pendu;Tous;Toutes;Indéfini/Mixte;Trotinette/EDPM;07:30;09:00;11;Détails dans fichier;Roelien;;
06/12/2022;Piscine Loup Pendu;Tous;Toutes;Indéfini/Mixte;Vélo;07:30;09:00;71;Total yc cargo et enfants;;;
07/12/2021;Piscine Loup Pendu;Tous;Toutes;Indéfini/Mixte;Vélo;07:30;09:00;50;Total yc cargo et enfants;;;
02/02/2021;Piscine Loup Pendu;Tous;Toutes;Indéfini/Mixte;Vélo;07:30;09:00;24;Total yc cargo et enfants;;;
03/12/2024;Piscine Loup Pendu;RP CDG > Périca;;Féminin;Trotinette/EDPM;07:30;07:45;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;RP CDG > Périca;;Masculin;Vélo;07:45;08:00;2;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;RP CDG > Périca;;Masculin;Trotinette/EDPM;07:45;08:00;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;RP CDG > Périca;;Féminin;Vélo;08:00;08:15;2;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;RP CDG > Périca;;Féminin;Cargo/Longtail/Remorque;08:00;08:15;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;RP CDG > Périca;;Enfant seul;Trotinette/EDPM;08:00;08:15;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;RP CDG > Périca;;Masculin;Vélo;08:15;08:30;2;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;RP CDG > Périca;;Féminin;Vélo;08:15;08:30;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;RP CDG > Périca;;Féminin;Cargo/Longtail/Remorque;08:15;08:30;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;RP CDG > Périca;;Masculin;Trotinette/EDPM;08:15;08:30;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;RP CDG > Périca;;Masculin;Vélo;08:30;08:45;4;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;RP CDG > Périca;;Féminin;Vélo;08:30;08:45;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;RP CDG > Périca;;Masculin;Trotinette/EDPM;08:30;08:45;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;RP CDG > Périca;;Féminin;Trotinette/EDPM;08:30;08:45;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;RP CDG > Périca;;Masculin;Vélo;08:45;09:00;3;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;RP CDG > Périca;;Féminin;Vélo;08:45;09:00;2;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Périca > RP CDG;;Féminin;Vélo;07:30;07:45;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Périca > RP CDG;;Féminin;Vélo;07:45;08:00;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Périca > RP CDG;;Enfant seul;Trotinette/EDPM;07:45;08:00;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Périca > RP CDG;;Masculin;Vélo;08:00;08:15;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Périca > RP CDG;;Masculin;Trotinette/EDPM;08:00;08:15;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Périca > RP CDG;;Féminin;Vélo;08:00;08:15;2;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Périca > RP CDG;;Masculin;Vélo;08:15;08:30;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;RP CDG > Périca;;Masculin;Trotinette/EDPM;07:30;07:45;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Périca > RP CDG;;Féminin;Vélo;08:15;08:30;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Périca > RP CDG;;Enfant seul;Trotinette/EDPM;08:30;08:45;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Périca > RP CDG;;Masculin;Vélo;08:45;09:00;3;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Périca > RP CDG;;Féminin;Vélo;08:45;09:00;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Piscine > Périca;;Masculin;Vélo;07:30;07:45;2;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Piscine > Périca;;Masculin;Vélo;07:45;08:00;5;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Piscine > Périca;;Féminin;Vélo;07:45;08:00;2;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Piscine > Périca;;Masculin;Cargo/Longtail/Remorque;07:45;08:00;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Piscine > Périca;;Masculin;Vélo;08:00;08:15;2;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Piscine > Périca;;Féminin;Vélo;08:00;08:15;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Piscine > Périca;;Masculin;Vélo;08:15;08:30;4;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Piscine > Périca;;Féminin;Vélo;08:15;08:30;4;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Piscine > Périca;;Enfant seul;Vélo;08:15;08:30;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Piscine > Périca;;Féminin;Trotinette/EDPM;08:15;08:30;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Piscine > Périca;;Masculin;Vélo;08:30;08:45;5;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Piscine > Périca;;Masculin;Vélo;08:45;09:00;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Périca > Piscine;;Féminin;Vélo;07:30;07:45;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Périca > Piscine;;Masculin;Vélo;07:45;08:00;2;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Périca > Piscine;;Masculin;Vélo;08:30;08:45;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Périca > Piscine;;Masculin;Vélo;08:45;09:00;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Périca > Piscine;;Masculin;Cargo/Longtail/Remorque;08:45;09:00;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Piscine > RP CDG;;Masculin;Vélo;08:45;09:00;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Piscine > RP CDG;;Masculin;Trotinette/EDPM;08:45;09:00;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Piscine > RP CDG;;Féminin;Vélo;08:45;09:00;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;B. André > Périca;;Masculin;Vélo;07:45;08:00;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;B. André > Périca;;Masculin;Trotinette/EDPM;08:00;08:15;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;B. André > Périca;;Féminin;Trotinette/EDPM;08:45;09:00;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Périca > B. André;;Féminin;Vélo;07:30;07:45;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Périca > B. André;;Masculin;Vélo;07:45;08:00;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Périca > B. André;;Féminin;Vélo;08:00;08:15;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Périca > B. André;;Féminin;Vélo;08:15;08:30;1;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Périca > B. André;;Indéfini/Mixte;;08:30;08:45;0;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Périca > B. André;;Indéfini/Mixte;;08:45;09:00;0;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Piscine > RP CDG;;Indéfini/Mixte;;07:30;07:45;0;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Piscine > RP CDG;;Indéfini/Mixte;;07:45;08:00;0;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Périca > Piscine;;Indéfini/Mixte;;08:00;08:15;0;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Périca > Piscine;;Indéfini/Mixte;;08:15;08:30;0;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Piscine > RP CDG;;Indéfini/Mixte;;08:00;08:15;0;;Roelien/Patricia;;
03/12/2024;Piscine Loup Pendu;Piscine > RP CDG;;Indéfini/Mixte;;08:15;08:30;0;;Roelien/Patricia;;
